sentence=1	But	but	but	CC	O	(h<root> / --LEX--  :ARG2 (m<o>))	contrast-01	(o(s()))	0	ROOT	true
14	leaves,	_	leaves,	NNS	O	_	and	_	0	IGNORE	true
15	as	_	as	RB	O	_	and	_	0	IGNORE	true
16	well	_	well	RB	O	_	$LEMMA$	_	0	IGNORE	true
17	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
18	reducing	_	reduce	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	6	MOD_s	true
19	the	_	the	DT	O	_	and	_	0	IGNORE	true
20	amount	_	amount	NN	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	$LEMMA$	(mod())	18	APP_o	true
21	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
22	foliage	_	foliage	NN	O	(d<root> / --LEX--)	$LEMMA$	()	20	APP_mod	true
23	which	_	which	WDT	O	_	amr-unknown	_	0	IGNORE	true
24	grows	_	grow	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-03	(s())	22	MOD_s	true
25	.	_	.	.	O	_	contrast-01	_	0	IGNORE	true

nodealignment=[22@@d@@foliage, 6@@s@@change-01, 11@@d@@flavor, 5@@d@@hormone, 8@@t@@dramatic, 3@@s@@create-01, 2@@s@@bloom-01, 1@@d@@flower, 9@@s@@reduce-01, 18@@s@@reduce-01, 20@@explicitanon0@@amount, 24@@s@@grow-03]
sentence=1	Those	those	those	DT	O	_	that	_	0	IGNORE	true
2	few	_	few	JJ	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
3	TwenCen	_name_	TwenCen	NNP	O	(p<root> / --LEX--  :mod-of (s<mod>))	_NAME_	(mod())	4	MOD_mod	true
4	relics	_	relic	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_s	true
5	who	_	who	WP	O	_	name	_	0	IGNORE	true
6	still	_	still	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	7	MOD_mod	true
7	believed	_	believe	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	4	MOD_s	true
8	in	_	in	IN	O	_	person	_	0	IGNORE	true
9	God	god	God	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	7	APP_o	true
10	also	_	also	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
11	held	_	hold	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	0	ROOT	true
12	that	_	that	IN	O	_	-	_	0	IGNORE	true
13	one	_	one	NN	O	(d<root> / --LEX--)	$LEMMA$	()	15	APP_s	true
14	shouldn't	_	shouldn't	XX	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	15	MOD_mod	true
15	try	_	try	VB	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	11	APP_o	true
16	to	_	to	TO	O	_	thing	_	0	IGNORE	true
17	improve	_	improve	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	15	APP_o	true
18	upon	_	upon	IN	O	_	thing	_	0	IGNORE	true
19	His	his	he	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
20	handiwork	_	handiwork	NN	O	(d<root> / --LEX--)	$LEMMA$	()	17	APP_o	true
21	.	_	.	.	O	_	person	_	0	IGNORE	true

nodealignment=[13@@d@@one, 20@@d@@handiwork, 9@@n@@_NAME_, 3@@p@@_NAME_, 10@@p@@also, 11@@s@@hold-02, 2@@explicitanon0@@few, 17@@s@@improve-01, 7@@s@@believe-01, 4@@d@@relic, 14@@explicitanon0@@-, 6@@p@@still, 15@@c@@try-01, 9@@p@@person]
sentence=1	In	in	in	IN	O	_	name	_	0	IGNORE	true
2	April_1864,	_name_	1864,	DT	O	_	name	_	0	IGNORE	true
3	Southern	_name_	southern	JJ	O	(c<root> / country  :name (n / --LEX--)  :mod-of (p<mod>))	_NAME_	(mod())	4	MOD_mod	true
4	forces	_	force	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	5	APP_s	true
5	attempted	_	attempt	VBD	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	0	ROOT	true
6	to	_	to	TO	O	_	person	_	0	IGNORE	true
7	take	_	take	VB	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	5	APP_o	true
8	Fort_Pillow	_name_	Pillow	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	7	APP_o	true
9	in	_	in	IN	O	_	relative-position	_	0	IGNORE	true
10	Tennessee	_name_	Tennessee	NNP	O	(s<root> / state  :name (n2 / --LEX--)  :location-of (c<mod>))	_NAME_	(mod())	8	MOD_mod	true
11	from	_	from	IN	O	_	name	_	0	IGNORE	true
12	the	_	the	DT	O	_	person	_	0	IGNORE	true
13	Union	_name_	Union	NNP	O	(p<root> / --LEX--  :mod-of (s<mod>))	_NAME_	(mod())	14	MOD_mod	true
14	forces	_	force	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	7	APP_o2	true
15	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
16	had	_	have	VBD	O	_	person	_	0	IGNORE	true
17	captured	_	capture	VBN	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	14	MOD_s	true
18	it	_	it	PRP	O	_	$LEMMA$	_	0	IGNORE	true
19	in	_	in	IN	O	_	elect-01	_	0	IGNORE	true
20	1862	_name_	1862	CD	O	(explicitanon0<root> / --LEX--  :year-of (d / date-entity  :time-of (e<mod>)))	_NUMBER_	(mod())	17	MOD_mod	true
21	.	_	.	.	O	_	and	_	0	IGNORE	true

nodealignment=[10@@n2@@_NAME_, 20@@d@@date-entity, 8@@p@@person, 10@@s@@state, 3@@n@@_NAME_, 13@@p@@_NAME_, 5@@c@@attempt-01, 20@@explicitanon0@@_NUMBER_, 14@@d@@force, 7@@b@@take-01, 8@@n@@_NAME_, 3@@c@@country, 17@@s@@capture-01, 4@@d@@force]
sentence=1	The	the	the	DT	O	_	thing	_	0	IGNORE	true
2	model	_	model	NN	O	(d<root> / --LEX--)	$LEMMA$	()	5	APP_o	true
3	does	_	do	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	cause-01	(s())	5	APP_s	true
4	not	_	not	RB	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	5	MOD_mod	true
5	include	_	include	VB	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
6	the	_	the	DT	O	_	contrast-01	_	0	IGNORE	true
7	effect	_	effect	NN	O	_	$LEMMA$-03	_	0	IGNORE	true
8	of	_	of	IN	O	_	affect-01	_	0	IGNORE	true
9	rising	_	rise	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	11	MOD_s	true
10	carbon	_	carbon	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
11	dioxide	_	dioxide	NN	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_s	true
12	concentration,	_	concentration,	NNS	O	_	cause-01	_	0	IGNORE	true
13	which	_	which	WDT	O	_	cause-01	_	0	IGNORE	true
14	has	_	have	VBZ	O	_	$LEMMA$-03	_	0	IGNORE	true
15	complex	_	complex	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	19	MOD_mod	true
16	and	_	and	CC	O	_	$LEMMA$	_	0	IGNORE	true
17	potentially	_	potentially	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	potential	(mod())	18	MOD_mod	true
18	offsetting	_	offset	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	19	MOD_s	true
19	impacts	_	impact	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	11	MOD_s	true
20	on	_	on	IN	O	_	-	_	0	IGNORE	true
21	global	_	global	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	globe	(mod())	23	MOD_mod	true
22	food	_	food	NN	O	(d<root> / --LEX--)	$LEMMA$	()	23	APP_s	true
23	supply	_	supply	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	19	APP_o	true
24	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[18@@s@@offset-01, 22@@d@@food, 3@@s@@cause-01, 9@@s@@rise-01, 5@@s@@include-01, 2@@d@@model, 17@@p@@potential, 4@@explicitanon0@@-, 21@@p@@globe, 11@@d@@dioxide, 19@@s@@impact-01, 15@@p@@complex, 10@@p@@carbon, 23@@s@@supply-01]
sentence=1	Several	several	several	JJ	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	$LEMMA$	(mod())	5	MOD_mod	true
2	of	_	of	IN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	include-91	(s(), o())	35	MOD_s	true
3	her	_	she	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
4	trademark	_	trademark	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	5	MOD_mod	true
5	themes	_	theme	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
6	appear;	_	appear;	NNP	O	_	and	_	0	IGNORE	true
7	for	_	for	IN	O	_	and	_	0	IGNORE	true
8	example,	_	example,	NNS	O	_	and	_	0	IGNORE	true
9	the	_	the	DT	O	_	person	_	0	IGNORE	true
10	triangular	_	triangular	JJ	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_o	true
11	relationship	_	relationship	NN	O	(t<root> / --LEX--  :ARG0 (y<s>)  :ARG2 (i<o>))	relation-03	(s(), o())	35	APP_op1	true
12	among	_	among	IN	O	_	$LEMMA$	_	0	IGNORE	true
13	a	_	a	DT	O	_	1	_	0	IGNORE	true
14	lonely,	_	lonely,	CD	O	_	and	_	0	IGNORE	true
15	beautiful,	_	beautiful,	JJ	O	_	include-91	_	0	IGNORE	true
16	young	_	young	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	17	MOD_mod	true
17	woman	_	woman	NN	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_s	true
18	who	_	who	WP	O	_	have-03	_	0	IGNORE	true
19	has	_	have	VBZ	O	_	person	_	0	IGNORE	true
20	lost	_	lose	VBN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	17	MOD_s	true
21	her	_	she	PRP$	O	_	person	_	0	IGNORE	true
22	parents,	_	parents,	IN	O	_	person	_	0	IGNORE	true
23	a	_	a	DT	O	_	1	_	0	IGNORE	true
24	handsome	_	handsome	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$-02	(mod())	25	MOD_mod	true
25	man	_	man	NN	O	(d<root> / --LEX--)	$LEMMA$	()	20	APP_o	true
26	who	_	who	WP	O	_	have-03	_	0	IGNORE	true
27	has	_	have	VBZ	O	_	person	_	0	IGNORE	true
28	abandoned	_	abandon	VBN	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	25	MOD_s	true
29	her	_	she	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
30	(and	_	(and	NN	O	_	$LEMMA$	_	0	IGNORE	true
31	remains	_	remain	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	25	MOD_s	true
32	in	_	in	IN	O	_	i	_	0	IGNORE	true
33	the	_	the	DT	O	_	he	_	0	IGNORE	true
34	background),	_	background),	NNP	O	_	$LEMMA$	_	0	IGNORE	true
35	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	0	ROOT	true
36	a	_	a	DT	O	_	$LEMMA$	_	0	IGNORE	true
37	lonely	_	lonely	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	40	MOD_mod	true
38	and	_	and	CC	O	_	$LEMMA$	_	0	IGNORE	true
39	desperate	_	desperate	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-02	(s())	40	MOD_s	true
40	ragamuffin	_	ragamuffin	NN	O	(d<root> / --LEX--)	$LEMMA$	()	35	APP_op2	true
41	who	_	who	WP	O	_	name	_	0	IGNORE	true
42	falls	_	fall	VBZ	O	(o<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (s<o>))	$LEMMA$-07	(o(s()))	40	MOD_s	true
43	in	_	in	IN	O	_	i	_	0	IGNORE	true
44	love	_	love	NN	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	42	APP_o	true
45	with	_	with	IN	O	_	-	_	0	IGNORE	true
46	her	_	she	PRP	O	_	$LEMMA$	_	0	IGNORE	true
47	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[1@@explicitanon0@@several, 5@@d@@theme, 40@@d@@ragamuffin, 17@@d@@woman, 42@@o@@fall-07, 16@@p@@young, 37@@p@@lonely, 28@@s@@abandon-01, 25@@d@@man, 31@@s@@remain-01, 10@@d@@triangular, 20@@s@@lose-02, 44@@s@@love-01, 24@@p@@handsome-02, 39@@s@@desperate-02, 4@@p@@trademark, 11@@t@@relation-03, 35@@a@@and, 2@@s@@include-91]
sentence=1	There's_Jeff_[Drake],	_name_	[drake],	XX	O	_	_NAME_	_	0	IGNORE	true
2	who	_	who	WP	O	_	amr-unknown	_	0	IGNORE	true
3	is	_	be	VBZ	O	(d<root> / --LEX--)	$LEMMA$-located-at-91	()	0	ROOT	true
4	behind	_	behind	IN	O	(b<root> / --LEX--  :op1 (p2<op1>)  :location-of (p<mod>))	$LEMMA$	(op1(), mod())	3	MOD_mod	true
5	the	_	the	DT	O	_	person	_	0	IGNORE	true
6	camera	_	camera	NN	O	(d<root> / --LEX--)	$LEMMA$	()	4	APP_op1	true
7	.	_	.	.	O	_	have-org-role-91	_	0	IGNORE	true

nodealignment=[4@@b@@behind, 3@@d@@be-located-at-91, 6@@d@@camera]
sentence=1	In	in	in	IN	O	_	i	_	0	IGNORE	true
2	her	_	she	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
3	opening	_	opening	NN	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	4	MOD_s	true
4	remarks	_	remark	NNS	O	(v<root> / --LEX--  :ARG0 (i2<s>)  :time-of (p<mod>))	$LEMMA$-01	(mod(), s())	8	MOD_mod	true
5	for	_	for	IN	O	_	thing	_	0	IGNORE	true
6	attendees,	_	attendees,	NNP	O	_	and	_	0	IGNORE	true
7	Waters	waters	Waters	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	8	APP_s	true
8	pointed	_	point	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-out-02	(s(), o())	0	ROOT	true
9	out	_	out	RP	O	_	$LEMMA$	_	0	IGNORE	true
10	those	_	those	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	that	(mod())	11	MOD_mod	true
11	features	_	feature	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	8	APP_o	true
12	to	_	to	IN	O	_	and	_	0	IGNORE	true
13	attendees,	_	attendees,	NNP	O	_	and	_	0	IGNORE	true
14	noting	_	note	VBG	O	(l<root> / --LEX--  :ARG1 (p2<o>)  :ARG0 (t<s>)  :manner-of (d<mod>))	$LEMMA$-01	(mod(), s(), o())	8	MOD_mod	true
15	the	_	the	DT	O	_	he	_	0	IGNORE	true
16	touches	_	touch	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	14	APP_o	true
17	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
18	the	_	the	DT	O	_	person	_	0	IGNORE	true
19	Warhol	warhol	Warhol	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	21	APP_op1	true
20	Factory,	factory,	Factory,	NNP	O	_	and	_	0	IGNORE	true
21	or	_	or	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	16	APP_s	true
22	the	_	the	DT	O	_	he	_	0	IGNORE	true
23	studio	_	studio	NN	O	(d<root> / --LEX--)	$LEMMA$	()	21	APP_op2	true
24	where	_	where	WRB	O	_	amr-unknown	_	0	IGNORE	true
25	he	_	he	PRP	O	_	$LEMMA$	_	0	IGNORE	true
26	worked,	_	worked,	VBZ	O	_	name	_	0	IGNORE	true
27	that	_	that	WDT	O	_	name	_	0	IGNORE	true
28	were	_	be	VBD	O	_	person	_	0	IGNORE	true
29	present	_	present	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	16	MOD_s	true
30	around	_	around	IN	O	(b<root> / --LEX--  :location-of (h<mod>))	$LEMMA$	(mod())	29	MOD_mod	true
31	them	_	they	PRP	O	_	$LEMMA$	_	0	IGNORE	true
32	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[19@@p@@person, 30@@b@@around, 23@@d@@studio, 11@@d@@feature, 4@@v@@remark-01, 14@@l@@note-01, 7@@p@@person, 7@@n@@_NAME_, 29@@s@@present-02, 10@@p@@that, 3@@s@@opening-01, 21@@a@@or, 8@@s@@point-out-02, 16@@s@@touch-01, 19@@n@@_NAME_]
sentence=1	Realism	realism	realism	NN	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
2	regards	_	regard	VBZ	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	16	APP_s	true
3	artistic	_	artistic	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
4	beauty	_	beauty	NN	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
5	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
6	a	_	a	DT	O	_	thing	_	0	IGNORE	true
7	property	_	property	NN	O	(m<root> / --LEX--  :poss (i<poss>))	$LEMMA$	(poss())	2	APP_o2	true
8	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
9	artworks	_	artwork	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	7	APP_poss	true
10	which	_	which	WDT	O	_	i	_	0	IGNORE	true
11	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
12	independent	_	independent	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>))	depend-01	(s())	7	MOD_s	true
13	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
14	the	_	the	DT	O	_	person	_	0	IGNORE	true
15	subject,	_	subject,	NNS	O	_	$LEMMA$	_	0	IGNORE	true
16	while	_	while	IN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	contrast-01	(s(), o())	0	ROOT	true
17	non-realism	_	non-realism	NN	O	(d<root> / --LEX--)	$LEMMA$	()	18	APP_s	true
18	holds	_	hold	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	16	APP_o	true
19	that	_	that	IN	O	_	instead-of-91	_	0	IGNORE	true
20	artistic	_	artistic	JJ	O	_	$LEMMA$	_	0	IGNORE	true
21	beauty	_	beauty	NN	O	_	$LEMMA$	_	0	IGNORE	true
22	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
23	not	_	not	RB	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	26	MOD_mod	true
24	an	_	an	DT	O	_	thing	_	0	IGNORE	true
25	independent	_	independent	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>))	depend-01	(s())	26	MOD_s	true
26	property	_	property	NN	O	(d<root> / --LEX--)	$LEMMA$	()	18	APP_o	true
27	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
28	artworks	_	artwork	NNS	O	_	$LEMMA$	_	0	IGNORE	true
29	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[18@@s@@hold-02, 17@@d@@non-realism, 23@@explicitanon0@@-, 16@@s@@contrast-01, 2@@b@@regard-01, 12@@s@@depend-01, 26@@d@@property, 9@@d@@artwork, 7@@m@@property, 3@@p@@artistic, 1@@d@@realism, 4@@d@@beauty, 25@@s@@depend-01]
sentence=1	The	the	the	DT	O	_	person	_	0	IGNORE	true
2	Hegelian	_name_	hegelian	JJ	O	(p<root> / person  :name (n / --LEX--)  :mod-of (e<mod>))	_NAME_	(mod())	3	MOD_mod	true
3	definition	_	definition	NN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	define-01	(s(), o())	25	APP_s	true
4	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
5	aesthetics	_	aesthetic	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_s	true
6	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
7	the	_	the	DT	O	_	person	_	0	IGNORE	true
8	philosophy	_	philosophy	NN	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_o	true
9	of	_	of	IN	O	_	thing	_	0	IGNORE	true
10	art	_	art	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	8	MOD_mod	true
11	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
12	considers	_	consider	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	8	MOD_s	true
13	the	_	the	DT	O	_	person	_	0	IGNORE	true
14	issue	_	issue	NN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	12	APP_o	true
15	of	_	of	IN	O	_	thing	_	0	IGNORE	true
16	artistic	_	artistic	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	25	MOD_mod	true
17	beauty	_	beauty	NN	O	(d<root> / --LEX--)	$LEMMA$	()	14	APP_s	true
18	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
19	its	_	its	PRP$	O	_	thing	_	0	IGNORE	true
20	core	_	core	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	21	MOD_mod	true
21	concern	_	concern	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	14	APP_o	true
22	is	_	be	VBZ	O	_	thing	_	0	IGNORE	true
23	no	_	no	DT	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	25	MOD_mod	true
24	more	_	more	RBR	O	(s<root> / --LEX--  :degree-of (t<mod>))	$LEMMA$	(mod())	25	MOD_mod	true
25	enchanting	_	enchanting	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	0	ROOT	true
26	in	_	in	IN	O	_	i	_	0	IGNORE	true
27	our	_	our	PRP$	O	(d<root> / --LEX--)	$LEMMA$	()	28	APP_poss	true
28	time	_	time	NN	O	(p<root> / --LEX--  :poss (h<poss>)  :time-of (a<mod>))	$LEMMA$	(mod(), poss())	25	MOD_mod	true
29	.	_	.	.	O	_	$LEMMA$	_	0	IGNORE	true

nodealignment=[17@@d@@beauty, 27@@d@@our, 20@@p@@core, 14@@s@@issue-02, 23@@explicitanon0@@-, 21@@d@@concern-01, 8@@d@@philosophy, 2@@p@@person, 24@@s@@more, 3@@s@@define-01, 2@@n@@_NAME_, 5@@d@@aesthetic, 10@@p@@art, 28@@p@@time, 16@@p@@artistic, 25@@s@@enchanting-01, 12@@s@@consider-01]
sentence=1	And	and	and	CC	O	(a<root> / --LEX--  :op2 (s<op2>)  :op1 (l<op1>)  :op3 (s2<op3>))	$LEMMA$	(op2(), op1(), op3())	0	ROOT	true
2	then	_	then	RB	O	(n<root> / --LEX--  :time-of (p<mod>))	$LEMMA$	(mod())	8	MOD_mod	true
3	the_Chardonnay-Pinot_Noir,	_name_	Noir,	NNP	O	_	_NAME_	_	0	IGNORE	true
4	it	_	it	PRP	O	_	$LEMMA$	_	0	IGNORE	true
5	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
6	a	_	a	DT	O	_	1	_	0	IGNORE	true
7	blended	_	blended	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	8	MOD_s	true
8	wine	_	wine	NN	O	(r<root> / --LEX--  :domain (q<dom>))	$LEMMA$	(dom())	1	APP_op1	true
9	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
10	60%	_	60%	CD	O	_	name	_	0	IGNORE	true
11	Chardonnay	_name_	Chardonnay	NNP	O	(d<root> / --LEX--)	$LEMMA$	()	8	APP_dom	true
12	and	_	and	CC	O	(d<root> / --LEX--)	$LEMMA$	()	1	APP_op2	true
13	40%_Pinot_Noir,	_name_	Noir,	NNP	O	_	$LEMMA$	_	0	IGNORE	true
14	so	_	so	RB	O	(s<root> / --LEX--  :ARG1 (p<s>))	cause-01	(s())	1	MOD_s	true
15	it's	_	it's	PRP	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	1	MOD_s	true
16	more	_	more	RBR	O	(s<root> / --LEX--  :degree-of (t<mod>))	$LEMMA$	(mod())	17	MOD_mod	true
17	like	_	like	IN	O	(s<root> / --LEX--  :ARG1 (p<s>))	resemble-01	(s())	33	APP_op1	true
18	a	_	a	DT	O	_	1	_	0	IGNORE	true
19	dry	_	dry	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	21	MOD_s	true
20	rosé	_	rosé	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	http://caselaw.findlaw.com/us-supreme-court/307/174.html	(mod())	21	MOD_mod	true
21	style	_	style	NN	O	(d<root> / --LEX--)	$LEMMA$	()	17	APP_s	true
22	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
23	wine	_	wine	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	21	MOD_mod	true
24	with	_	with	IN	O	_	have-03	_	0	IGNORE	true
25	lots	_	lot	NNS	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	$LEMMA$	(mod())	27	MOD_mod	true
26	of	_	of	IN	O	_	name	_	0	IGNORE	true
27	strawberry	_	strawberry	JJ	O	(d<root> / --LEX--)	$LEMMA$	()	33	APP_op2	true
28	flavors,	_name_	flavors,	NNS	O	_	and	_	0	IGNORE	true
29	hints	_	hint	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	27	MOD_s	true
30	of	_	of	IN	O	_	name	_	0	IGNORE	true
31	yellow	_	yellow	JJ	O	(d<root> / --LEX--)	$LEMMA$-02	()	29	APP_o	true
32	apple,	_	apple,	NNS	O	_	and	_	0	IGNORE	true
33	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	15	APP_o	true
34	it's	_	it's	PRP$	O	_	and	_	0	IGNORE	true
35	2018	_name_	2018	CD	O	(explicitanon0<root> / --LEX--  :year-of (d / date-entity  :time-of (e<mod>)))	_NUMBER_	(mod())	36	MOD_mod	true
